CustomerID,JoinDate,ChurnDate,CustomerStatus,Age,AgeGroup,Gender,Geography,TenureMonths,IncomeLevel,ContractType,SubscriptionPlan,MonthlyCharges,PaymentMethod,AutoPay,SupportCalls,LatePayments,SatisfactionScore,TotalRevenue,LastActivityDate,RiskScore,RiskCategory,ChurnReason
CUST-01169,8/16/2022,,Active,38,35-44,Female,West,41,Middle,Month-to-Month,Standard,69.64,Mailed Check,Yes,3,1,3,2859.4,10/28/2025,51,Medium Risk,
CUST-01170,2/26/2023,,Active,37,35-44,Male,West,35,Middle,Two Year,Standard,78,Bank Transfer,Yes,0,0,5,2733.51,12/27/2025,4,Low Risk,
CUST-01171,1/30/2023,,Active,44,35-44,Male,Midwest,36,Low,One Year,Standard,72.66,Credit Card,Yes,2,1,4,2619.03,12/27/2025,27,Low Risk,
CUST-01172,8/2/2024,,Active,25,25-34,Non-binary,South,17,Middle,Month-to-Month,Basic,58.09,Credit Card,Yes,1,0,5,989.27,11/25/2025,45,Medium Risk,
CUST-01173,2/6/2025,,Active,34,25-34,Female,West,11,Low,One Year,Basic,48.96,Electronic Check,No,1,3,4,539.29,10/23/2025,61,Medium Risk,
CUST-01174,5/12/2023,,Active,25,25-34,Female,South,32,Middle,One Year,Standard,80.4,Mailed Check,Yes,2,2,4,2576.43,12/24/2025,28,Low Risk,
CUST-01175,4/21/2025,,Active,37,35-44,Male,Midwest,9,Middle,Month-to-Month,Basic,55.65,Bank Transfer,Yes,3,2,3,501.68,9/27/2025,74,High Risk,
CUST-01176,12/28/2023,,Active,47,45-54,Male,West,25,Middle,One Year,Standard,66.57,Credit Card,Yes,0,0,5,1667.25,12/6/2025,18,Low Risk,
CUST-01177,6/14/2024,12/31/2024,Churned,32,25-34,Female,South,7,Middle,Month-to-Month,Standard,69.02,Credit Card,Yes,5,2,3,484.18,12/31/2024,65,Churned,Poor Support Experience
CUST-01178,5/17/2024,,Active,77,65+,Male,West,20,High,One Year,Basic,58.91,Bank Transfer,Yes,4,0,4,1179.96,12/29/2025,34,Low Risk,
CUST-01179,3/20/2023,,Active,19,18-24,Female,West,34,Middle,Month-to-Month,Standard,86.76,Mailed Check,Yes,1,2,5,2953.74,11/23/2025,44,Medium Risk,
CUST-01180,11/1/2023,,Active,46,45-54,Female,Northeast,26,Middle,Month-to-Month,Premium,119.69,Bank Transfer,Yes,3,1,4,3117.34,11/10/2025,51,Medium Risk,
CUST-01181,7/16/2025,,Active,53,45-54,Female,South,6,Low,One Year,Basic,46.6,Mailed Check,No,2,1,4,280.3,12/6/2025,53,Medium Risk,
CUST-01182,8/25/2024,,Active,51,45-54,Male,South,17,Middle,Month-to-Month,Basic,54.32,Credit Card,Yes,2,0,4,925.06,11/20/2025,48,Medium Risk,
CUST-01183,8/11/2024,,Active,52,45-54,Male,Midwest,17,Middle,Two Year,Standard,57.71,Bank Transfer,Yes,4,1,4,982.81,12/30/2025,21,Low Risk,
CUST-01184,1/10/2024,,Active,79,65+,Female,Northeast,24,High,Month-to-Month,Standard,80.07,Mailed Check,Yes,1,0,5,1924.08,12/23/2025,37,Low Risk,
CUST-01185,6/28/2023,,Active,42,35-44,Male,South,31,Middle,Month-to-Month,Standard,64.43,Credit Card,No,2,2,3,2000.24,11/9/2025,63,Medium Risk,
CUST-01186,9/4/2023,,Active,73,65+,Female,Northeast,28,Low,Month-to-Month,Standard,80.25,Mailed Check,No,1,2,4,2250.6,10/21/2025,51,Medium Risk,
CUST-01187,8/17/2025,,Active,23,18-24,Female,Northeast,5,High,Month-to-Month,Basic,46.98,Credit Card,No,1,2,5,235.6,10/21/2025,70,High Risk,
CUST-01188,7/23/2024,9/30/2024,Churned,24,18-24,Female,South,3,Low,One Year,Basic,40.65,Bank Transfer,Yes,3,0,4,121.95,9/30/2024,44,Churned,Competitor Offer
CUST-01189,2/24/2025,,Active,55,55-64,Male,South,11,Middle,Month-to-Month,Premium,102.48,Credit Card,Yes,1,1,5,1128.82,11/24/2025,54,Medium Risk,
CUST-01190,8/1/2024,4/30/2025,Churned,41,35-44,Male,South,9,High,Month-to-Month,Basic,53.32,Electronic Check,No,6,2,1,480.68,4/30/2025,98,Churned,Competitor Offer
CUST-01191,12/11/2022,,Active,45,45-54,Male,South,37,Low,Month-to-Month,Standard,67.96,Bank Transfer,Yes,0,0,5,2518.6,12/27/2025,28,Low Risk,
CUST-01192,1/14/2025,,Active,37,35-44,Female,Northeast,12,Middle,Month-to-Month,Standard,73,Credit Card,Yes,1,0,5,877.1,11/13/2025,46,Medium Risk,
CUST-01193,3/21/2024,,Active,46,45-54,Female,South,22,High,Month-to-Month,Standard,91.97,Bank Transfer,Yes,3,0,4,2026.1,12/9/2025,38,Low Risk,
CUST-01194,6/1/2025,8/31/2025,Churned,63,55-64,Male,South,3,Low,One Year,Basic,58.78,Bank Transfer,No,7,3,1,176.34,8/31/2025,88,Churned,Poor Support Experience
CUST-01195,2/9/2024,,Active,60,55-64,Male,Midwest,23,Low,Month-to-Month,Basic,44.91,Electronic Check,No,2,1,4,1034.27,10/24/2025,70,High Risk,
CUST-01196,2/24/2022,,Active,34,25-34,Female,Midwest,47,Middle,One Year,Basic,49.42,Electronic Check,No,1,3,5,2325.7,11/19/2025,55,Medium Risk,
CUST-01197,2/25/2022,,Active,39,35-44,Female,Midwest,47,Middle,Month-to-Month,Premium,106.43,Credit Card,No,2,1,3,5008.61,11/24/2025,67,Medium Risk,
CUST-01198,3/26/2023,,Active,22,18-24,Male,West,34,Middle,Month-to-Month,Basic,56.22,Mailed Check,No,4,1,4,1914,10/30/2025,66,Medium Risk,
CUST-01199,10/26/2024,,Active,22,18-24,Male,West,15,Middle,One Year,Standard,77.25,Bank Transfer,Yes,0,2,5,1161.07,12/18/2025,22,Low Risk,
CUST-01200,8/15/2022,,Active,34,25-34,Male,South,41,Low,Two Year,Basic,37.41,Credit Card,No,1,3,5,1536.05,12/12/2025,35,Low Risk,
CUST-01201,5/20/2022,11/30/2023,Churned,38,35-44,Male,Midwest,19,Middle,Two Year,Basic,45.82,Mailed Check,Yes,5,1,2,871.27,11/30/2023,53,Churned,Poor Support Experience
CUST-01202,3/25/2025,,Active,30,25-34,Male,West,10,Middle,One Year,Basic,41.22,Electronic Check,Yes,2,3,3,412.82,12/12/2025,67,Medium Risk,
CUST-01203,4/9/2023,,Active,43,35-44,Male,West,33,High,One Year,Standard,85.65,Electronic Check,No,0,2,5,2830.29,12/20/2025,39,Low Risk,
CUST-01204,10/26/2023,,Active,24,18-24,Male,Northeast,27,High,Month-to-Month,Premium,114.93,Bank Transfer,Yes,3,0,4,3108.27,11/2/2025,49,Medium Risk,
CUST-01205,4/5/2022,,Active,48,45-54,Female,West,45,Low,Month-to-Month,Basic,60.19,Credit Card,Yes,4,1,3,2712.15,11/30/2025,60,Medium Risk,
CUST-01206,4/11/2022,,Active,26,25-34,Female,Northeast,45,Middle,One Year,Standard,67.97,Mailed Check,Yes,1,1,5,3062.73,12/30/2025,24,Low Risk,
CUST-01207,6/16/2023,,Active,69,65+,Male,South,31,Low,Month-to-Month,Standard,70.43,Credit Card,No,0,1,4,2186.51,12/12/2025,48,Medium Risk,
CUST-01208,10/10/2024,10/31/2025,Churned,71,65+,Male,South,13,Middle,Month-to-Month,Basic,49.91,Electronic Check,No,3,1,3,649.58,10/31/2025,82,Churned,Competitor Offer
CUST-01209,9/6/2024,,Active,75,65+,Male,Midwest,16,Low,Month-to-Month,Premium,125.42,Mailed Check,No,2,1,4,2010.48,11/27/2025,59,Medium Risk,
CUST-01210,9/3/2023,,Active,62,55-64,Female,South,28,Middle,One Year,Standard,68.7,Bank Transfer,Yes,1,1,4,1926.69,12/22/2025,19,Low Risk,
CUST-01211,10/17/2024,1/31/2025,Churned,19,18-24,Male,West,4,High,Two Year,Premium,117.31,Mailed Check,No,1,2,4,471,1/31/2025,46,Churned,Price Too High
CUST-01212,5/21/2025,7/31/2025,Churned,54,45-54,Male,South,3,Low,Month-to-Month,Premium,108.26,Electronic Check,No,0,1,5,324.78,7/31/2025,67,Churned,Price Too High
CUST-01213,3/13/2023,,Active,43,35-44,Female,West,34,High,One Year,Standard,67.46,Bank Transfer,Yes,2,1,5,2296.67,12/25/2025,25,Low Risk,
CUST-01214,7/24/2022,,Active,61,55-64,Male,West,42,High,Month-to-Month,Basic,39.66,Electronic Check,No,3,2,4,1668.08,10/24/2025,71,High Risk,
CUST-01215,9/14/2022,,Active,49,45-54,Female,South,40,High,Two Year,Standard,59.07,Mailed Check,Yes,1,0,5,2366.36,12/15/2025,9,Low Risk,
CUST-01216,6/2/2025,,Active,19,18-24,Male,South,7,Middle,Month-to-Month,Basic,42.05,Credit Card,No,5,2,3,294.98,10/3/2025,86,High Risk,
CUST-01217,3/28/2023,7/31/2023,Churned,29,25-34,Male,Midwest,5,Low,Month-to-Month,Basic,58.89,Bank Transfer,No,1,1,3,294.45,7/31/2023,73,Churned,Competitor Offer
CUST-01218,7/26/2022,,Active,65,65+,Male,Midwest,42,Low,Month-to-Month,Basic,56.36,Mailed Check,Yes,3,0,3,2370.52,12/2/2025,57,Medium Risk,
CUST-01219,4/24/2025,6/30/2025,Churned,65,65+,Male,South,3,High,Month-to-Month,Basic,48.4,Electronic Check,No,3,5,3,145.2,6/30/2025,97,Churned,Competitor Offer
CUST-01220,12/2/2023,7/31/2025,Churned,29,25-34,Male,South,20,Middle,One Year,Premium,113.08,Mailed Check,No,3,1,3,2265,7/31/2025,56,Churned,Price Too High
CUST-01221,5/10/2023,,Active,49,45-54,Female,Midwest,32,Middle,Two Year,Premium,115.51,Electronic Check,Yes,1,0,5,3701.51,12/21/2025,27,Low Risk,
CUST-01222,7/27/2022,,Active,62,55-64,Female,West,42,Middle,Month-to-Month,Standard,77.91,Electronic Check,No,6,2,3,3276.9,10/23/2025,82,High Risk,
CUST-01223,6/2/2024,,Active,60,55-64,Female,Midwest,19,Middle,Two Year,Standard,68.2,Bank Transfer,No,1,2,5,1297.84,12/31/2025,26,Low Risk,
CUST-01224,10/7/2023,,Active,80,65+,Male,Northeast,27,Low,Month-to-Month,Standard,78.36,Credit Card,Yes,1,2,4,2119.26,12/21/2025,38,Low Risk,
CUST-01225,7/17/2025,,Active,58,55-64,Male,South,6,Middle,One Year,Standard,72.85,Bank Transfer,Yes,3,0,4,438.19,12/13/2025,30,Low Risk,
CUST-01226,4/8/2022,,Active,67,65+,Female,West,45,Middle,Month-to-Month,Basic,46.83,Electronic Check,Yes,3,0,4,2110.15,12/1/2025,54,Medium Risk,
CUST-01227,6/7/2025,,Active,70,65+,Male,South,7,High,Month-to-Month,Standard,69.42,Electronic Check,Yes,1,1,4,486.98,11/17/2025,52,Medium Risk,
CUST-01228,11/29/2024,,Active,19,18-24,Male,Northeast,14,Middle,Two Year,Basic,46.86,Credit Card,Yes,4,2,3,657.44,12/17/2025,38,Low Risk,
CUST-01229,10/16/2022,,Active,34,25-34,Male,Northeast,39,Middle,Month-to-Month,Standard,63.17,Electronic Check,No,1,1,4,2467.43,11/5/2025,58,Medium Risk,
CUST-01230,5/23/2023,,Active,45,45-54,Female,Northeast,32,Middle,One Year,Basic,45.1,Bank Transfer,Yes,1,0,4,1445.24,12/12/2025,28,Low Risk,
CUST-01231,4/28/2025,6/30/2025,Churned,63,55-64,Male,South,3,Low,Month-to-Month,Standard,90.09,Electronic Check,No,3,2,4,270.27,6/30/2025,74,Churned,Competitor Offer
CUST-01232,7/10/2024,9/30/2025,Churned,56,55-64,Female,South,15,Low,One Year,Premium,91.86,Bank Transfer,Yes,6,0,3,1379.28,9/30/2025,40,Churned,Poor Support Experience
CUST-01233,10/28/2023,,Active,26,25-34,Female,South,27,Middle,Month-to-Month,Basic,59.36,Bank Transfer,Yes,2,1,4,1605.39,11/19/2025,48,Medium Risk,
CUST-01234,3/14/2024,,Active,80,65+,Female,South,22,Middle,Month-to-Month,Premium,108.72,Bank Transfer,No,0,2,4,2395.1,11/9/2025,60,Medium Risk,
CUST-01235,10/5/2024,4/30/2025,Churned,42,35-44,Male,South,7,Middle,Two Year,Basic,51.59,Credit Card,Yes,1,1,4,361.9,4/30/2025,28,Churned,Needs Changed
CUST-01236,8/3/2022,,Active,33,25-34,Male,Northeast,41,Middle,One Year,Basic,40.44,Mailed Check,No,2,2,4,1660.48,12/4/2025,43,Medium Risk,
CUST-01237,5/10/2024,,Active,65,65+,Female,Midwest,20,Middle,Month-to-Month,Premium,114.49,Bank Transfer,No,0,2,5,2293.24,12/7/2025,60,Medium Risk,
CUST-01238,9/29/2025,,Active,73,65+,Female,West,4,High,Month-to-Month,Standard,79.27,Bank Transfer,No,3,1,4,318.27,12/11/2025,60,Medium Risk,
CUST-01239,2/28/2023,,Active,24,18-24,Female,South,35,Low,Month-to-Month,Standard,72.48,Credit Card,No,3,3,4,2540.07,10/31/2025,61,Medium Risk,
CUST-01240,6/11/2025,,Active,52,45-54,Male,Northeast,7,High,Month-to-Month,Standard,83.61,Electronic Check,No,1,5,4,586.52,9/27/2025,73,High Risk,
CUST-01241,2/28/2024,9/30/2024,Churned,78,65+,Female,Northeast,8,Low,Month-to-Month,Premium,111.13,Mailed Check,No,6,1,2,889.04,9/30/2024,94,Churned,Competitor Offer
CUST-01242,11/9/2023,,Active,73,65+,Female,Northeast,26,Middle,Month-to-Month,Basic,52.78,Electronic Check,Yes,4,1,3,1374.65,11/6/2025,69,Medium Risk,
CUST-01243,7/26/2023,,Active,33,25-34,Female,South,30,High,Month-to-Month,Basic,39.93,Mailed Check,Yes,1,0,4,1199.7,11/2/2025,42,Medium Risk,
CUST-01244,6/10/2023,,Active,79,65+,Male,Northeast,31,Middle,Month-to-Month,Basic,57.75,Electronic Check,No,4,3,3,1792.86,10/20/2025,85,High Risk,
CUST-01245,5/1/2022,12/31/2022,Churned,51,45-54,Female,West,8,Low,Month-to-Month,Basic,45.34,Electronic Check,No,4,2,3,363.4,12/31/2022,92,Churned,Service Issues
CUST-01246,1/14/2024,3/31/2024,Churned,54,45-54,Non-binary,Midwest,3,High,Month-to-Month,Basic,58.4,Bank Transfer,Yes,2,2,4,175.2,3/31/2024,63,Churned,Competitor Offer
CUST-01247,1/15/2022,,Active,42,35-44,Male,Midwest,48,Middle,One Year,Premium,127.32,Bank Transfer,Yes,0,1,5,6119,12/28/2025,28,Low Risk,
CUST-01248,10/23/2022,6/30/2025,Churned,79,65+,Male,Northeast,33,Middle,Month-to-Month,Premium,115.86,Bank Transfer,No,1,3,4,3828.6,6/30/2025,65,Churned,Billing Issues
CUST-01249,5/12/2024,,Active,50,45-54,Female,West,20,High,Month-to-Month,Standard,79.6,Credit Card,Yes,2,2,4,1594.38,11/27/2025,42,Medium Risk,
CUST-01250,3/15/2022,,Active,80,65+,Male,Midwest,46,Middle,One Year,Standard,67.45,Bank Transfer,Yes,6,2,3,3106.74,11/11/2025,47,Medium Risk,
CUST-01251,7/25/2024,10/31/2024,Churned,51,45-54,Male,Midwest,4,Middle,Month-to-Month,Standard,67.05,Bank Transfer,Yes,3,2,4,268.2,10/31/2024,57,Churned,Competitor Offer
CUST-01252,11/10/2023,,Active,44,35-44,Male,South,26,Middle,Month-to-Month,Premium,94.84,Credit Card,Yes,0,2,5,2470.1,12/13/2025,38,Low Risk,
CUST-01253,11/15/2022,,Active,25,25-34,Female,South,38,Middle,One Year,Standard,63.35,Mailed Check,No,0,1,5,2411.1,12/23/2025,28,Low Risk,
CUST-01254,11/30/2024,,Active,75,65+,Female,South,14,Middle,Month-to-Month,Basic,59.58,Electronic Check,Yes,2,2,4,835.9,12/6/2025,59,Medium Risk,
CUST-01255,3/29/2023,,Active,20,18-24,Male,South,34,Middle,Month-to-Month,Premium,121.91,Mailed Check,No,2,2,4,4150.43,11/22/2025,61,Medium Risk,
CUST-01256,8/26/2023,,Active,47,45-54,Male,South,29,High,Month-to-Month,Basic,61.21,Credit Card,No,1,1,4,1777.85,11/6/2025,59,Medium Risk,
CUST-01257,4/26/2022,6/30/2022,Churned,48,45-54,Male,Northeast,3,High,One Year,Standard,63.31,Mailed Check,No,0,1,4,189.93,6/30/2022,39,Churned,Relocation
CUST-01258,5/20/2025,11/30/2025,Churned,66,65+,Female,Midwest,7,High,One Year,Basic,46.9,Bank Transfer,Yes,5,0,3,328.3,11/30/2025,56,Churned,Poor Support Experience
CUST-01259,6/18/2022,,Active,28,25-34,Female,Northeast,43,Low,Month-to-Month,Basic,61.45,Electronic Check,No,1,1,4,2646.03,11/8/2025,62,Medium Risk,
CUST-01260,12/11/2022,,Active,57,55-64,Male,Northeast,37,High,One Year,Premium,98.79,Bank Transfer,Yes,3,0,4,3661.15,12/21/2025,36,Low Risk,
CUST-01261,7/4/2023,,Active,80,65+,Male,South,30,High,Two Year,Premium,106.01,Electronic Check,Yes,3,2,4,3185.07,12/3/2025,44,Medium Risk,
CUST-01262,2/10/2025,6/30/2025,Churned,76,65+,Male,Northeast,5,Middle,Month-to-Month,Premium,125.34,Credit Card,Yes,1,0,5,626.7,6/30/2025,52,Churned,Price Too High
CUST-01263,7/30/2025,,Active,55,55-64,Male,South,6,Middle,Two Year,Basic,50.37,Bank Transfer,Yes,1,1,4,302.98,12/30/2025,32,Low Risk,
CUST-01264,8/22/2023,10/31/2023,Churned,21,18-24,Female,Northeast,3,Middle,Month-to-Month,Premium,96.55,Electronic Check,No,0,4,5,289.65,10/31/2023,80,Churned,Competitor Offer
CUST-01265,8/1/2025,,Active,23,18-24,Male,Midwest,5,Middle,Month-to-Month,Standard,80.47,Credit Card,Yes,3,1,5,403.56,12/12/2025,49,Medium Risk,
CUST-01266,4/6/2025,,Active,20,18-24,Female,South,9,Middle,One Year,Basic,49.07,Bank Transfer,No,2,1,3,442.37,10/23/2025,56,Medium Risk,
CUST-01267,5/17/2022,9/30/2024,Churned,76,65+,Female,Northeast,29,Middle,Month-to-Month,Basic,57.46,Credit Card,Yes,3,1,4,1668.06,9/30/2024,51,Churned,Competitor Offer
CUST-01268,9/25/2023,11/30/2023,Churned,19,18-24,Male,South,3,High,Month-to-Month,Basic,41.36,Electronic Check,No,1,1,4,124.08,11/30/2023,69,Churned,Competitor Offer
CUST-01269,1/18/2022,,Active,49,45-54,Non-binary,South,48,High,One Year,Standard,71.76,Mailed Check,No,2,1,5,3448.8,12/16/2025,38,Low Risk,
CUST-01270,6/17/2022,,Active,72,65+,Female,West,43,Middle,Month-to-Month,Basic,47.72,Electronic Check,No,6,1,2,2054.84,10/31/2025,94,High Risk,
CUST-01271,9/13/2023,,Active,48,45-54,Female,Midwest,28,Middle,Month-to-Month,Standard,63.25,Credit Card,Yes,4,2,4,1773.85,11/6/2025,46,Medium Risk,
CUST-01272,10/20/2023,,Active,62,55-64,Female,Northeast,27,Low,One Year,Standard,72.81,Credit Card,Yes,4,0,4,1969.14,12/26/2025,28,Low Risk,
CUST-01273,11/23/2024,,Active,41,35-44,Male,West,14,Middle,Month-to-Month,Standard,68.4,Mailed Check,No,3,2,4,959.66,11/3/2025,58,Medium Risk,
CUST-01274,10/20/2022,12/31/2023,Churned,39,35-44,Male,West,15,Middle,Month-to-Month,Basic,49.2,Credit Card,Yes,7,1,2,739.48,12/31/2023,80,Churned,Competitor Offer
CUST-01275,8/23/2023,,Active,22,18-24,Male,Northeast,29,Low,Month-to-Month,Standard,67.39,Credit Card,No,0,3,5,1957.34,11/24/2025,49,Medium Risk,
CUST-01276,8/3/2024,,Active,52,45-54,Female,Midwest,17,Low,Month-to-Month,Standard,63.67,Mailed Check,No,3,3,3,1084.31,10/31/2025,68,Medium Risk,
CUST-01277,5/30/2022,,Active,57,55-64,Male,South,44,Low,Two Year,Premium,104.87,Electronic Check,Yes,2,2,4,4620.56,11/5/2025,41,Medium Risk,
CUST-01278,4/12/2022,7/31/2022,Churned,55,55-64,Female,Northeast,4,Low,Month-to-Month,Standard,69.39,Electronic Check,No,0,3,5,277.56,7/31/2022,65,Churned,Billing Issues
CUST-01279,12/29/2022,,Active,35,35-44,Male,Northeast,37,Middle,Two Year,Premium,116.74,Electronic Check,No,1,1,5,4326.38,12/2/2025,42,Medium Risk,
CUST-01280,4/17/2024,,Active,42,35-44,Female,Northeast,21,High,One Year,Standard,85.22,Credit Card,Yes,4,1,4,1792.18,12/28/2025,35,Low Risk,
CUST-01281,10/23/2022,,Active,22,18-24,Female,Midwest,39,Middle,Month-to-Month,Basic,60.46,Credit Card,Yes,1,1,5,2361.58,11/23/2025,46,Medium Risk,
CUST-01282,9/28/2023,,Active,50,45-54,Female,Northeast,28,High,One Year,Basic,41.72,Electronic Check,No,2,2,4,1170.05,11/9/2025,55,Medium Risk,
CUST-01283,2/25/2023,,Active,34,25-34,Female,Northeast,35,Low,Month-to-Month,Premium,113.37,Bank Transfer,No,2,2,4,3973.05,12/12/2025,66,Medium Risk,
CUST-01284,5/25/2023,,Active,52,45-54,Female,South,32,High,One Year,Basic,57.39,Credit Card,No,2,1,4,1839.06,12/10/2025,46,Medium Risk,
CUST-01285,12/28/2024,,Active,35,35-44,Male,West,13,High,One Year,Premium,125.22,Bank Transfer,Yes,1,0,5,1631.62,12/13/2025,28,Low Risk,
CUST-01286,2/9/2022,,Active,69,65+,Male,South,47,Middle,Month-to-Month,Basic,41.91,Bank Transfer,Yes,2,1,3,1972.29,11/12/2025,54,Medium Risk,
CUST-01287,9/10/2023,,Active,45,45-54,Female,South,28,Middle,One Year,Standard,82.57,Electronic Check,No,3,2,4,2315.68,11/3/2025,48,Medium Risk,
CUST-01288,1/22/2024,10/31/2025,Churned,35,35-44,Male,Northeast,22,Middle,Month-to-Month,Standard,75.31,Credit Card,Yes,5,1,2,1657.95,10/31/2025,65,Churned,Poor Support Experience
CUST-01289,4/6/2024,,Active,48,45-54,Female,South,21,Middle,One Year,Standard,81,Credit Card,Yes,2,0,4,1703.42,12/21/2025,23,Low Risk,
CUST-01290,9/26/2024,,Active,26,25-34,Non-binary,South,16,Low,Two Year,Standard,69.75,Electronic Check,No,3,2,4,1118.1,10/31/2025,46,Medium Risk,
CUST-01291,1/15/2023,,Active,23,18-24,Female,Midwest,36,Middle,One Year,Standard,80.27,Electronic Check,No,2,3,3,2893.32,11/24/2025,56,Medium Risk,
CUST-01292,6/28/2024,,Active,31,25-34,Female,Midwest,19,Middle,Month-to-Month,Standard,86.26,Credit Card,No,1,1,5,1641.52,11/22/2025,51,Medium Risk,
CUST-01293,8/13/2025,,Active,60,55-64,Male,South,5,Middle,Two Year,Basic,42.65,Electronic Check,No,2,2,3,213.89,11/6/2025,62,Medium Risk,
CUST-01294,2/8/2025,,Active,19,18-24,Non-binary,South,11,Low,Month-to-Month,Basic,52.65,Credit Card,Yes,4,0,3,579.94,11/14/2025,67,Medium Risk,
CUST-01295,12/30/2023,,Active,77,65+,Male,West,25,Middle,Month-to-Month,Standard,88.62,Mailed Check,No,0,2,5,2219.49,10/21/2025,51,Medium Risk,
CUST-01296,9/27/2023,,Active,24,18-24,Male,West,28,Low,One Year,Standard,76.74,Electronic Check,No,1,3,4,2152.17,12/3/2025,50,Medium Risk,
CUST-01297,11/3/2022,,Active,48,45-54,Male,Northeast,38,Low,Two Year,Premium,86.69,Bank Transfer,Yes,1,1,5,3299.42,12/26/2025,12,Low Risk,
CUST-01298,7/30/2024,,Active,28,25-34,Female,West,18,Middle,Two Year,Basic,35.93,Credit Card,No,1,2,4,647.82,12/28/2025,35,Low Risk,
CUST-01299,3/6/2022,2/28/2025,Churned,38,35-44,Female,Midwest,36,Middle,Month-to-Month,Premium,113.64,Bank Transfer,Yes,2,0,5,4096.14,2/28/2025,46,Churned,Competitor Offer
CUST-01300,5/14/2024,6/30/2025,Churned,36,35-44,Female,Midwest,14,Low,Month-to-Month,Standard,72.5,Mailed Check,No,3,3,3,1016.09,6/30/2025,67,Churned,Competitor Offer
CUST-01301,1/12/2024,,Active,59,55-64,Female,South,24,Middle,Two Year,Premium,109.94,Electronic Check,No,0,1,4,2641.86,12/24/2025,37,Low Risk,
CUST-01302,11/17/2022,,Active,44,35-44,Male,Northeast,38,Middle,Month-to-Month,Basic,52.94,Mailed Check,No,3,2,3,2014.88,10/21/2025,74,High Risk,
CUST-01303,3/17/2022,5/31/2022,Churned,31,25-34,Female,Midwest,3,Middle,Month-to-Month,Standard,76.69,Bank Transfer,Yes,3,2,3,230.07,5/31/2022,62,Churned,Competitor Offer
CUST-01304,2/12/2022,,Active,40,35-44,Male,Northeast,47,Middle,Two Year,Standard,72.4,Bank Transfer,Yes,2,0,5,3407.16,12/13/2025,13,Low Risk,
CUST-01305,1/30/2024,,Active,61,55-64,Male,South,24,Middle,Month-to-Month,Basic,60.53,Mailed Check,No,4,1,3,1454.54,11/4/2025,69,Medium Risk,
CUST-01306,10/18/2023,,Active,66,65+,Male,South,27,High,Month-to-Month,Basic,46.42,Mailed Check,Yes,2,1,5,1255.44,10/20/2025,48,Medium Risk,
CUST-01307,10/7/2024,3/31/2025,Churned,70,65+,Male,Northeast,6,Low,Month-to-Month,Standard,75.11,Bank Transfer,Yes,2,2,4,451.79,3/31/2025,55,Churned,Competitor Offer
CUST-01308,2/7/2023,,Active,60,55-64,Male,Northeast,35,High,Two Year,Standard,63.86,Electronic Check,Yes,2,3,4,2237.98,12/18/2025,29,Low Risk,
CUST-01309,2/26/2023,10/31/2025,Churned,31,25-34,Female,Midwest,33,High,Two Year,Premium,99.77,Credit Card,Yes,0,0,5,3295.41,10/31/2025,18,Churned,Price Too High
CUST-01310,11/1/2022,,Active,32,25-34,Male,Midwest,38,Low,Month-to-Month,Basic,42.86,Mailed Check,Yes,2,1,4,1631.24,12/4/2025,49,Medium Risk,
CUST-01311,12/13/2023,,Active,79,65+,Male,Midwest,25,High,Two Year,Basic,52.49,Credit Card,Yes,3,2,4,1314.62,12/26/2025,29,Low Risk,
CUST-01312,8/13/2022,,Active,62,55-64,Female,South,41,Low,Two Year,Premium,90.68,Credit Card,Yes,3,0,3,3723.32,12/24/2025,24,Low Risk,
CUST-01313,12/10/2023,,Active,55,55-64,Female,Midwest,25,Middle,One Year,Standard,79.67,Electronic Check,No,2,1,4,1995.35,11/5/2025,42,Medium Risk,
CUST-01314,10/7/2023,,Active,58,55-64,Female,Midwest,27,Low,One Year,Premium,100.43,Mailed Check,No,3,1,3,2716.14,12/3/2025,57,Medium Risk,
CUST-01315,3/15/2025,,Active,72,65+,Female,Northeast,10,Low,One Year,Premium,115,Mailed Check,No,0,1,5,1151.73,10/20/2025,47,Medium Risk,
CUST-01316,11/7/2024,,Active,19,18-24,Male,South,14,Low,Two Year,Basic,39.2,Credit Card,Yes,4,1,4,549.98,12/5/2025,31,Low Risk,
CUST-01317,4/23/2023,,Active,23,18-24,Non-binary,South,33,Low,Month-to-Month,Premium,124.86,Credit Card,Yes,2,2,3,4125.99,12/3/2025,64,Medium Risk,
CUST-01318,9/5/2023,,Active,35,35-44,Female,South,28,Middle,Two Year,Standard,79.65,Mailed Check,No,0,1,5,2233.77,12/6/2025,21,Low Risk,
CUST-01319,2/11/2025,,Active,23,18-24,Female,Midwest,11,Middle,Month-to-Month,Standard,85.09,Credit Card,No,0,1,4,937.27,10/23/2025,54,Medium Risk,
CUST-01320,8/23/2025,,Active,61,55-64,Female,West,5,Middle,One Year,Standard,65.92,Bank Transfer,Yes,3,2,3,330.59,11/4/2025,49,Medium Risk,
CUST-01321,7/20/2023,,Active,77,65+,Female,Northeast,30,High,One Year,Standard,80.71,Credit Card,Yes,1,0,5,2424.93,12/12/2025,22,Low Risk,
CUST-01322,6/21/2024,8/31/2024,Churned,21,18-24,Male,West,3,Middle,Month-to-Month,Basic,53.41,Electronic Check,Yes,3,3,4,160.23,8/31/2024,73,Churned,Competitor Offer
